location,model,pivot_date,variant,date,median_ga,ga_upper_80,ga_lower_80
USA,GARW,2022-06-17,Omicron 22A,2022-05-11,1.4069808,1.4296134,1.3847643
USA,GARW,2022-06-17,Omicron 22A,2022-05-12,1.407367,1.429616,1.3851935
USA,GARW,2022-06-17,Omicron 22A,2022-05-13,1.4072542,1.4300355,1.3848333
USA,GARW,2022-06-17,Omicron 22A,2022-05-14,1.4074186,1.4301709,1.3849059
USA,GARW,2022-06-17,Omicron 22A,2022-05-15,1.407543,1.4303216,1.3849396
USA,GARW,2022-06-17,Omicron 22A,2022-05-16,1.4076579,1.430556,1.3846947
USA,GARW,2022-06-17,Omicron 22A,2022-05-17,1.4073768,1.4305261,1.3845588
USA,GARW,2022-06-17,Omicron 22A,2022-05-18,1.4069484,1.4304311,1.3837491
USA,GARW,2022-06-17,Omicron 22A,2022-05-19,1.4065557,1.4300888,1.3830311
USA,GARW,2022-06-17,Omicron 22A,2022-05-20,1.4064908,1.4306873,1.3832693
USA,GARW,2022-06-17,Omicron 22A,2022-05-21,1.4063265,1.4307697,1.3825792
USA,GARW,2022-06-17,Omicron 22A,2022-05-22,1.406148,1.431276,1.3817044
USA,GARW,2022-06-17,Omicron 22A,2022-05-23,1.4054942,1.4317608,1.3812516
USA,GARW,2022-06-17,Omicron 22A,2022-05-24,1.4054298,1.4315772,1.3804218
USA,GARW,2022-06-17,Omicron 22A,2022-05-25,1.4052234,1.4316539,1.3797971
USA,GARW,2022-06-17,Omicron 22A,2022-05-26,1.4046652,1.4315994,1.3789392
USA,GARW,2022-06-17,Omicron 22A,2022-05-27,1.4042759,1.4317341,1.3778039
USA,GARW,2022-06-17,Omicron 22A,2022-05-28,1.4037467,1.4320422,1.3764518
USA,GARW,2022-06-17,Omicron 22A,2022-05-29,1.40314,1.4319781,1.3760077
USA,GARW,2022-06-17,Omicron 22A,2022-05-30,1.4025859,1.4321259,1.3746144
USA,GARW,2022-06-17,Omicron 22A,2022-05-31,1.4025851,1.4328413,1.3737764
USA,GARW,2022-06-17,Omicron 22A,2022-06-01,1.4018241,1.4332808,1.3730284
USA,GARW,2022-06-17,Omicron 22A,2022-06-02,1.4017301,1.4329429,1.37214
USA,GARW,2022-06-17,Omicron 22A,2022-06-03,1.4011099,1.4330679,1.3712599
USA,GARW,2022-06-17,Omicron 22A,2022-06-04,1.4006021,1.4334993,1.3701383
USA,GARW,2022-06-17,Omicron 22A,2022-06-05,1.4001656,1.433736,1.3694847
USA,GARW,2022-06-17,Omicron 22A,2022-06-06,1.3997703,1.4336357,1.3688171
USA,GARW,2022-06-17,Omicron 22A,2022-06-07,1.3994145,1.4341357,1.3668298
USA,GARW,2022-06-17,Omicron 22A,2022-06-08,1.39922,1.4341694,1.3656553
USA,GARW,2022-06-17,Omicron 22A,2022-06-09,1.3991404,1.4349658,1.3640852
USA,GARW,2022-06-17,Omicron 22A,2022-06-10,1.3991456,1.4356046,1.3628014
USA,GARW,2022-06-17,Omicron 22A,2022-06-11,1.3986218,1.4367261,1.3609617
USA,GARW,2022-06-17,Omicron 22A,2022-06-12,1.3989129,1.4379199,1.3596492
USA,GARW,2022-06-17,Omicron 22A,2022-06-13,1.399445,1.4399905,1.3582658
USA,GARW,2022-06-17,Omicron 22A,2022-06-14,1.3993945,1.4419823,1.3579091
USA,GARW,2022-06-17,Omicron 22A,2022-06-15,1.3993032,1.4449925,1.3573807
USA,GARW,2022-06-17,Omicron 22A,2022-06-16,1.3999914,1.4476352,1.3553271
USA,GARW,2022-06-17,Omicron 22A,2022-06-17,1.4012609,1.4516089,1.3530912
USA,GARW,2022-06-17,Omicron 22B,2022-03-06,1.5471087,1.5829711,1.5097551
USA,GARW,2022-06-17,Omicron 22B,2022-03-07,1.548464,1.5825872,1.5127153
USA,GARW,2022-06-17,Omicron 22B,2022-03-08,1.5487868,1.583405,1.5138452
USA,GARW,2022-06-17,Omicron 22B,2022-03-09,1.5495924,1.5849918,1.5137672
USA,GARW,2022-06-17,Omicron 22B,2022-03-10,1.5504663,1.586662,1.5150933
USA,GARW,2022-06-17,Omicron 22B,2022-03-11,1.5510389,1.5874661,1.5151876
USA,GARW,2022-06-17,Omicron 22B,2022-03-12,1.5515542,1.5883261,1.5158148
USA,GARW,2022-06-17,Omicron 22B,2022-03-13,1.5524114,1.5888988,1.5162677
USA,GARW,2022-06-17,Omicron 22B,2022-03-14,1.5527966,1.5888863,1.5170013
USA,GARW,2022-06-17,Omicron 22B,2022-03-15,1.5531456,1.5885483,1.5181978
USA,GARW,2022-06-17,Omicron 22B,2022-03-16,1.5533129,1.5883285,1.5183096
USA,GARW,2022-06-17,Omicron 22B,2022-03-17,1.5535071,1.5877526,1.5183346
USA,GARW,2022-06-17,Omicron 22B,2022-03-18,1.5536888,1.5876774,1.5189667
USA,GARW,2022-06-17,Omicron 22B,2022-03-19,1.5539927,1.5879934,1.5189006
USA,GARW,2022-06-17,Omicron 22B,2022-03-20,1.5542343,1.5884646,1.518902
USA,GARW,2022-06-17,Omicron 22B,2022-03-21,1.5541339,1.5883054,1.518815
USA,GARW,2022-06-17,Omicron 22B,2022-03-22,1.5543149,1.5884542,1.5187429
USA,GARW,2022-06-17,Omicron 22B,2022-03-23,1.5544964,1.5879403,1.5186797
USA,GARW,2022-06-17,Omicron 22B,2022-03-24,1.5543967,1.5876168,1.5192852
USA,GARW,2022-06-17,Omicron 22B,2022-03-25,1.5547079,1.5872376,1.5194458
USA,GARW,2022-06-17,Omicron 22B,2022-03-26,1.5549049,1.5871252,1.5197194
USA,GARW,2022-06-17,Omicron 22B,2022-03-27,1.5547006,1.5868541,1.5202532
USA,GARW,2022-06-17,Omicron 22B,2022-03-28,1.5546076,1.5862948,1.5207344
USA,GARW,2022-06-17,Omicron 22B,2022-03-29,1.5553389,1.5864849,1.5212321
USA,GARW,2022-06-17,Omicron 22B,2022-03-30,1.5555265,1.5864764,1.5215999
USA,GARW,2022-06-17,Omicron 22B,2022-03-31,1.5555475,1.5867695,1.521976
USA,GARW,2022-06-17,Omicron 22B,2022-04-01,1.5557367,1.5872549,1.522834
USA,GARW,2022-06-17,Omicron 22B,2022-04-02,1.5559547,1.587238,1.5238347
USA,GARW,2022-06-17,Omicron 22B,2022-04-03,1.556582,1.5872403,1.5248137
USA,GARW,2022-06-17,Omicron 22B,2022-04-04,1.5570712,1.5877575,1.5253836
USA,GARW,2022-06-17,Omicron 22B,2022-04-05,1.5576512,1.5883163,1.5263708
USA,GARW,2022-06-17,Omicron 22B,2022-04-06,1.5581107,1.5887879,1.5271434
USA,GARW,2022-06-17,Omicron 22B,2022-04-07,1.5586007,1.5885969,1.5277838
USA,GARW,2022-06-17,Omicron 22B,2022-04-08,1.5588835,1.5891387,1.5284028
USA,GARW,2022-06-17,Omicron 22B,2022-04-09,1.5593936,1.5894328,1.5291296
USA,GARW,2022-06-17,Omicron 22B,2022-04-10,1.5596443,1.5896972,1.5293086
USA,GARW,2022-06-17,Omicron 22B,2022-04-11,1.5603232,1.5896946,1.5301071
USA,GARW,2022-06-17,Omicron 22B,2022-04-12,1.5602876,1.5891888,1.5306473
USA,GARW,2022-06-17,Omicron 22B,2022-04-13,1.5605361,1.5901732,1.5309916
USA,GARW,2022-06-17,Omicron 22B,2022-04-14,1.5609219,1.5899521,1.5316774
USA,GARW,2022-06-17,Omicron 22B,2022-04-15,1.5613141,1.5901593,1.531959
USA,GARW,2022-06-17,Omicron 22B,2022-04-16,1.5609164,1.5901452,1.5319389
USA,GARW,2022-06-17,Omicron 22B,2022-04-17,1.5612984,1.59021,1.5325295
USA,GARW,2022-06-17,Omicron 22B,2022-04-18,1.5616488,1.5899805,1.5332688
USA,GARW,2022-06-17,Omicron 22B,2022-04-19,1.561461,1.5902665,1.5340111
USA,GARW,2022-06-17,Omicron 22B,2022-04-20,1.5613611,1.5901566,1.5339165
USA,GARW,2022-06-17,Omicron 22B,2022-04-21,1.5612772,1.589951,1.533705
USA,GARW,2022-06-17,Omicron 22B,2022-04-22,1.5613554,1.589711,1.5340055
USA,GARW,2022-06-17,Omicron 22B,2022-04-23,1.5613451,1.5894594,1.5347117
USA,GARW,2022-06-17,Omicron 22B,2022-04-24,1.5611885,1.5894091,1.5345023
USA,GARW,2022-06-17,Omicron 22B,2022-04-25,1.5606613,1.5887257,1.5344719
USA,GARW,2022-06-17,Omicron 22B,2022-04-26,1.560482,1.5882269,1.5346687
USA,GARW,2022-06-17,Omicron 22B,2022-04-27,1.5601852,1.5881119,1.5345969
USA,GARW,2022-06-17,Omicron 22B,2022-04-28,1.5600605,1.5880308,1.5342771
USA,GARW,2022-06-17,Omicron 22B,2022-04-29,1.5602186,1.587589,1.5344276
USA,GARW,2022-06-17,Omicron 22B,2022-04-30,1.5604934,1.5878029,1.5352186
USA,GARW,2022-06-17,Omicron 22B,2022-05-01,1.5603731,1.5877421,1.5350344
USA,GARW,2022-06-17,Omicron 22B,2022-05-02,1.5605903,1.5874617,1.5346917
USA,GARW,2022-06-17,Omicron 22B,2022-05-03,1.5603845,1.5872616,1.534525
USA,GARW,2022-06-17,Omicron 22B,2022-05-04,1.5602661,1.5879725,1.5345637
USA,GARW,2022-06-17,Omicron 22B,2022-05-05,1.5605099,1.5878729,1.5349523
USA,GARW,2022-06-17,Omicron 22B,2022-05-06,1.5601285,1.5875974,1.5356785
USA,GARW,2022-06-17,Omicron 22B,2022-05-07,1.5601914,1.5874223,1.5362587
USA,GARW,2022-06-17,Omicron 22B,2022-05-08,1.560164,1.5878098,1.5362892
USA,GARW,2022-06-17,Omicron 22B,2022-05-09,1.5602734,1.588269,1.5368401
USA,GARW,2022-06-17,Omicron 22B,2022-05-10,1.5604548,1.5879426,1.5369487
USA,GARW,2022-06-17,Omicron 22B,2022-05-11,1.5606246,1.5881648,1.5369974
USA,GARW,2022-06-17,Omicron 22B,2022-05-12,1.5609832,1.5875363,1.5372969
USA,GARW,2022-06-17,Omicron 22B,2022-05-13,1.5609742,1.5874386,1.537129
USA,GARW,2022-06-17,Omicron 22B,2022-05-14,1.5610099,1.5877869,1.5371997
USA,GARW,2022-06-17,Omicron 22B,2022-05-15,1.5611678,1.5878768,1.5373535
USA,GARW,2022-06-17,Omicron 22B,2022-05-16,1.5610454,1.5882077,1.5374755
USA,GARW,2022-06-17,Omicron 22B,2022-05-17,1.5613812,1.5877181,1.5367881
USA,GARW,2022-06-17,Omicron 22B,2022-05-18,1.5618124,1.5878356,1.53673
USA,GARW,2022-06-17,Omicron 22B,2022-05-19,1.5615535,1.5879997,1.5366397
USA,GARW,2022-06-17,Omicron 22B,2022-05-20,1.5614933,1.5879046,1.536645
USA,GARW,2022-06-17,Omicron 22B,2022-05-21,1.5616231,1.5883313,1.5364791
USA,GARW,2022-06-17,Omicron 22B,2022-05-22,1.5616691,1.5888743,1.5363649
USA,GARW,2022-06-17,Omicron 22B,2022-05-23,1.5616413,1.5894991,1.5361105
USA,GARW,2022-06-17,Omicron 22B,2022-05-24,1.561792,1.589751,1.5357423
USA,GARW,2022-06-17,Omicron 22B,2022-05-25,1.5617113,1.5900307,1.5350585
USA,GARW,2022-06-17,Omicron 22B,2022-05-26,1.5620236,1.5906686,1.534674
USA,GARW,2022-06-17,Omicron 22B,2022-05-27,1.562299,1.5911871,1.534001
USA,GARW,2022-06-17,Omicron 22B,2022-05-28,1.5623753,1.5910189,1.5332909
USA,GARW,2022-06-17,Omicron 22B,2022-05-29,1.5623803,1.5913155,1.5338676
USA,GARW,2022-06-17,Omicron 22B,2022-05-30,1.5627002,1.5921441,1.5332999
USA,GARW,2022-06-17,Omicron 22B,2022-05-31,1.5628263,1.5928303,1.5322858
USA,GARW,2022-06-17,Omicron 22B,2022-06-01,1.562619,1.5930781,1.5311588
USA,GARW,2022-06-17,Omicron 22B,2022-06-02,1.5621521,1.5933492,1.530051
USA,GARW,2022-06-17,Omicron 22B,2022-06-03,1.5618122,1.5933315,1.5292523
USA,GARW,2022-06-17,Omicron 22B,2022-06-04,1.5611185,1.5930983,1.5274277
USA,GARW,2022-06-17,Omicron 22B,2022-06-05,1.5598879,1.5928434,1.5258814
USA,GARW,2022-06-17,Omicron 22B,2022-06-06,1.5589638,1.5924461,1.5242531
USA,GARW,2022-06-17,Omicron 22B,2022-06-07,1.5572557,1.5925066,1.5220164
USA,GARW,2022-06-17,Omicron 22B,2022-06-08,1.556201,1.5919324,1.5189804
USA,GARW,2022-06-17,Omicron 22B,2022-06-09,1.5545528,1.5915796,1.5161515
USA,GARW,2022-06-17,Omicron 22B,2022-06-10,1.5536766,1.5910735,1.5136522
USA,GARW,2022-06-17,Omicron 22B,2022-06-11,1.551888,1.5908309,1.5120361
USA,GARW,2022-06-17,Omicron 22B,2022-06-12,1.5508022,1.5904908,1.5100721
USA,GARW,2022-06-17,Omicron 22B,2022-06-13,1.5500938,1.5915453,1.5081645
USA,GARW,2022-06-17,Omicron 22B,2022-06-14,1.550232,1.5916816,1.5080607
USA,GARW,2022-06-17,Omicron 22B,2022-06-15,1.5502622,1.5931052,1.5083154
USA,GARW,2022-06-17,Omicron 22B,2022-06-16,1.5517005,1.5960001,1.5082172
USA,GARW,2022-06-17,Omicron 22B,2022-06-17,1.5544796,1.5997958,1.5086775
USA,GARW,2022-06-17,Omicron 22C,2022-03-06,0.95768535,0.97487855,0.939661
USA,GARW,2022-06-17,Omicron 22C,2022-03-07,1.0215074,1.0368524,1.0053216
USA,GARW,2022-06-17,Omicron 22C,2022-03-08,1.0773691,1.0908346,1.0629922
USA,GARW,2022-06-17,Omicron 22C,2022-03-09,1.124996,1.1377189,1.1121762
USA,GARW,2022-06-17,Omicron 22C,2022-03-10,1.1649222,1.17699,1.1524929
USA,GARW,2022-06-17,Omicron 22C,2022-03-11,1.1970401,1.2085186,1.1853673
USA,GARW,2022-06-17,Omicron 22C,2022-03-12,1.2217935,1.2325677,1.2100751
USA,GARW,2022-06-17,Omicron 22C,2022-03-13,1.239548,1.2501764,1.2277403
USA,GARW,2022-06-17,Omicron 22C,2022-03-14,1.2514579,1.2622325,1.2399837
USA,GARW,2022-06-17,Omicron 22C,2022-03-15,1.2588422,1.269759,1.2475868
USA,GARW,2022-06-17,Omicron 22C,2022-03-16,1.2628881,1.2735348,1.2515041
USA,GARW,2022-06-17,Omicron 22C,2022-03-17,1.2647889,1.2753289,1.253449
USA,GARW,2022-06-17,Omicron 22C,2022-03-18,1.2659273,1.2760351,1.254444
USA,GARW,2022-06-17,Omicron 22C,2022-03-19,1.2667334,1.2770921,1.2554163
USA,GARW,2022-06-17,Omicron 22C,2022-03-20,1.2673217,1.2776219,1.2559361
USA,GARW,2022-06-17,Omicron 22C,2022-03-21,1.2674651,1.278037,1.2563472
USA,GARW,2022-06-17,Omicron 22C,2022-03-22,1.2670304,1.2775127,1.2560421
USA,GARW,2022-06-17,Omicron 22C,2022-03-23,1.2660263,1.2766273,1.2552191
USA,GARW,2022-06-17,Omicron 22C,2022-03-24,1.2642641,1.2749894,1.253571
USA,GARW,2022-06-17,Omicron 22C,2022-03-25,1.261816,1.2725464,1.2510998
USA,GARW,2022-06-17,Omicron 22C,2022-03-26,1.2583935,1.2692335,1.2477641
USA,GARW,2022-06-17,Omicron 22C,2022-03-27,1.2539582,1.2647066,1.2435074
USA,GARW,2022-06-17,Omicron 22C,2022-03-28,1.2482531,1.2589653,1.2379143
USA,GARW,2022-06-17,Omicron 22C,2022-03-29,1.2414312,1.2519491,1.2309754
USA,GARW,2022-06-17,Omicron 22C,2022-03-30,1.2333698,1.243554,1.2228591
USA,GARW,2022-06-17,Omicron 22C,2022-03-31,1.2242014,1.2342043,1.2136517
USA,GARW,2022-06-17,Omicron 22C,2022-04-01,1.2143064,1.2239424,1.203681
USA,GARW,2022-06-17,Omicron 22C,2022-04-02,1.203475,1.2132084,1.1931586
USA,GARW,2022-06-17,Omicron 22C,2022-04-03,1.1923158,1.2020322,1.1823738
USA,GARW,2022-06-17,Omicron 22C,2022-04-04,1.180994,1.190664,1.171222
USA,GARW,2022-06-17,Omicron 22C,2022-04-05,1.169841,1.1795759,1.1602243
USA,GARW,2022-06-17,Omicron 22C,2022-04-06,1.1589148,1.1686982,1.1493343
USA,GARW,2022-06-17,Omicron 22C,2022-04-07,1.1487927,1.1584636,1.1392021
USA,GARW,2022-06-17,Omicron 22C,2022-04-08,1.1392851,1.1488875,1.1295033
USA,GARW,2022-06-17,Omicron 22C,2022-04-09,1.1306235,1.14027,1.1210371
USA,GARW,2022-06-17,Omicron 22C,2022-04-10,1.1230848,1.1325768,1.113456
USA,GARW,2022-06-17,Omicron 22C,2022-04-11,1.1168193,1.1262171,1.1071334
USA,GARW,2022-06-17,Omicron 22C,2022-04-12,1.1115837,1.1209766,1.1018773
USA,GARW,2022-06-17,Omicron 22C,2022-04-13,1.1074328,1.1167123,1.0974734
USA,GARW,2022-06-17,Omicron 22C,2022-04-14,1.1040004,1.1133038,1.0941445
USA,GARW,2022-06-17,Omicron 22C,2022-04-15,1.101334,1.1106353,1.0912842
USA,GARW,2022-06-17,Omicron 22C,2022-04-16,1.099473,1.1087434,1.0893575
USA,GARW,2022-06-17,Omicron 22C,2022-04-17,1.0980619,1.1072937,1.088053
USA,GARW,2022-06-17,Omicron 22C,2022-04-18,1.097203,1.106547,1.0872028
USA,GARW,2022-06-17,Omicron 22C,2022-04-19,1.0968187,1.1061245,1.0869188
USA,GARW,2022-06-17,Omicron 22C,2022-04-20,1.0964017,1.1059244,1.0866469
USA,GARW,2022-06-17,Omicron 22C,2022-04-21,1.0965239,1.1057757,1.0866716
USA,GARW,2022-06-17,Omicron 22C,2022-04-22,1.0966272,1.106098,1.0867864
USA,GARW,2022-06-17,Omicron 22C,2022-04-23,1.0968614,1.1063462,1.0870372
USA,GARW,2022-06-17,Omicron 22C,2022-04-24,1.09726,1.1066482,1.0872447
USA,GARW,2022-06-17,Omicron 22C,2022-04-25,1.097654,1.1068795,1.0877205
USA,GARW,2022-06-17,Omicron 22C,2022-04-26,1.0980736,1.1073824,1.088268
USA,GARW,2022-06-17,Omicron 22C,2022-04-27,1.0985804,1.1079152,1.0888019
USA,GARW,2022-06-17,Omicron 22C,2022-04-28,1.0990644,1.1085742,1.0893775
USA,GARW,2022-06-17,Omicron 22C,2022-04-29,1.0995808,1.109416,1.0898199
USA,GARW,2022-06-17,Omicron 22C,2022-04-30,1.0998633,1.1100116,1.0902381
USA,GARW,2022-06-17,Omicron 22C,2022-05-01,1.1002346,1.1103894,1.0903999
USA,GARW,2022-06-17,Omicron 22C,2022-05-02,1.1006503,1.1108829,1.0904669
USA,GARW,2022-06-17,Omicron 22C,2022-05-03,1.1009929,1.1113878,1.0904148
USA,GARW,2022-06-17,Omicron 22C,2022-05-04,1.1012241,1.1115975,1.0903773
USA,GARW,2022-06-17,Omicron 22C,2022-05-05,1.1012495,1.111674,1.0905268
USA,GARW,2022-06-17,Omicron 22C,2022-05-06,1.1012988,1.1116065,1.090408
USA,GARW,2022-06-17,Omicron 22C,2022-05-07,1.101058,1.1114045,1.0900011
USA,GARW,2022-06-17,Omicron 22C,2022-05-08,1.1006649,1.1110294,1.0894048
USA,GARW,2022-06-17,Omicron 22C,2022-05-09,1.1000018,1.110371,1.0887579
USA,GARW,2022-06-17,Omicron 22C,2022-05-10,1.0991478,1.1095124,1.0877938
USA,GARW,2022-06-17,Omicron 22C,2022-05-11,1.0980699,1.1084365,1.0864854
USA,GARW,2022-06-17,Omicron 22C,2022-05-12,1.096694,1.107113,1.0850835
USA,GARW,2022-06-17,Omicron 22C,2022-05-13,1.0950967,1.105795,1.0834572
USA,GARW,2022-06-17,Omicron 22C,2022-05-14,1.093265,1.1042084,1.081542
USA,GARW,2022-06-17,Omicron 22C,2022-05-15,1.0913924,1.1023891,1.0793904
USA,GARW,2022-06-17,Omicron 22C,2022-05-16,1.0888565,1.1001198,1.0767921
USA,GARW,2022-06-17,Omicron 22C,2022-05-17,1.0860363,1.0975496,1.0738295
USA,GARW,2022-06-17,Omicron 22C,2022-05-18,1.0830877,1.0952566,1.0708735
USA,GARW,2022-06-17,Omicron 22C,2022-05-19,1.0799246,1.0925521,1.0673524
USA,GARW,2022-06-17,Omicron 22C,2022-05-20,1.0768068,1.0901632,1.0632852
USA,GARW,2022-06-17,Omicron 22C,2022-05-21,1.0734407,1.0877371,1.0595981
USA,GARW,2022-06-17,Omicron 22C,2022-05-22,1.0703032,1.0852301,1.0554497
USA,GARW,2022-06-17,Omicron 22C,2022-05-23,1.0673566,1.0828167,1.0513169
USA,GARW,2022-06-17,Omicron 22C,2022-05-24,1.0645494,1.080575,1.0477512
USA,GARW,2022-06-17,Omicron 22C,2022-05-25,1.0619152,1.0790308,1.0439265
USA,GARW,2022-06-17,Omicron 22C,2022-05-26,1.0592651,1.0774517,1.0405246
USA,GARW,2022-06-17,Omicron 22C,2022-05-27,1.0569968,1.0760276,1.0370685
USA,GARW,2022-06-17,Omicron 22C,2022-05-28,1.0543461,1.0747519,1.034672
USA,GARW,2022-06-17,Omicron 22C,2022-05-29,1.0521908,1.0742342,1.0319095
USA,GARW,2022-06-17,Omicron 22C,2022-05-30,1.0509896,1.0740478,1.029224
USA,GARW,2022-06-17,Omicron 22C,2022-05-31,1.0498214,1.0732015,1.0258123
USA,GARW,2022-06-17,Omicron 22C,2022-06-01,1.0488037,1.0738714,1.0225941
USA,GARW,2022-06-17,Omicron 22C,2022-06-02,1.0479712,1.0744739,1.0199769
USA,GARW,2022-06-17,Omicron 22C,2022-06-03,1.0475311,1.075579,1.017052
USA,GARW,2022-06-17,Omicron 22C,2022-06-04,1.0470665,1.0771983,1.0141498
USA,GARW,2022-06-17,Omicron 22C,2022-06-05,1.0465767,1.0783894,1.0115509
USA,GARW,2022-06-17,Omicron 22C,2022-06-06,1.0457484,1.0796628,1.009603
USA,GARW,2022-06-17,Omicron 22C,2022-06-07,1.0454543,1.0812875,1.0065353
USA,GARW,2022-06-17,Omicron 22C,2022-06-08,1.0449905,1.0843534,1.0040963
USA,GARW,2022-06-17,Omicron 22C,2022-06-09,1.044389,1.086599,1.0014151
USA,GARW,2022-06-17,Omicron 22C,2022-06-10,1.0442929,1.0882725,0.9985255
USA,GARW,2022-06-17,Omicron 22C,2022-06-11,1.04375,1.0901873,0.9955962
USA,GARW,2022-06-17,Omicron 22C,2022-06-12,1.0434301,1.0922643,0.9924132
USA,GARW,2022-06-17,Omicron 22C,2022-06-13,1.0436302,1.096182,0.99037653
USA,GARW,2022-06-17,Omicron 22C,2022-06-14,1.0433552,1.0996729,0.98732245
USA,GARW,2022-06-17,Omicron 22C,2022-06-15,1.0431204,1.1047653,0.98468614
USA,GARW,2022-06-17,Omicron 22C,2022-06-16,1.0428121,1.1104548,0.9785814
USA,GARW,2022-06-17,Omicron 22C,2022-06-17,1.0421176,1.1139078,0.9708972
USA,GARW,2022-06-24,Delta,2022-03-13,0.62404287,0.68879557,0.55876064
USA,GARW,2022-06-24,Delta,2022-03-14,0.62316686,0.686651,0.5587314
USA,GARW,2022-06-24,Delta,2022-03-15,0.621827,0.6864518,0.55834574
USA,GARW,2022-06-24,Delta,2022-03-16,0.6214607,0.6857664,0.55831456
USA,GARW,2022-06-24,Delta,2022-03-17,0.6212813,0.6856614,0.5582096
USA,GARW,2022-06-24,Delta,2022-03-18,0.621047,0.6862743,0.5585252
USA,GARW,2022-06-24,Delta,2022-03-19,0.62108916,0.68496454,0.55877966
USA,GARW,2022-06-24,Delta,2022-03-20,0.62118673,0.684903,0.5599223
USA,GARW,2022-06-24,Delta,2022-03-21,0.6209714,0.6861876,0.56028545
USA,GARW,2022-06-24,Delta,2022-03-22,0.6215856,0.6859307,0.5613513
USA,GARW,2022-06-24,Delta,2022-03-23,0.62206376,0.6864831,0.5615349
USA,GARW,2022-06-24,Delta,2022-03-24,0.62222147,0.6872195,0.5618632
USA,GARW,2022-06-24,Delta,2022-03-25,0.62298566,0.6877464,0.5620704
USA,GARW,2022-06-24,Delta,2022-03-26,0.62357086,0.6876923,0.5623693
USA,GARW,2022-06-24,Delta,2022-03-27,0.6237229,0.68791443,0.56260216
USA,GARW,2022-06-24,Delta,2022-03-28,0.6237792,0.6879856,0.56249917
USA,GARW,2022-06-24,Delta,2022-03-29,0.6235349,0.6880857,0.5627538
USA,GARW,2022-06-24,Delta,2022-03-30,0.62349796,0.6883887,0.56268495
USA,GARW,2022-06-24,Delta,2022-03-31,0.6234381,0.6892473,0.56315356
USA,GARW,2022-06-24,Delta,2022-04-01,0.62373686,0.6895326,0.56296897
USA,GARW,2022-06-24,Delta,2022-04-02,0.6238289,0.6891389,0.5630407
USA,GARW,2022-06-24,Delta,2022-04-03,0.6239978,0.6889469,0.5632471
USA,GARW,2022-06-24,Delta,2022-04-04,0.62437576,0.68831044,0.56348705
USA,GARW,2022-06-24,Delta,2022-04-05,0.62422466,0.688156,0.5635216
USA,GARW,2022-06-24,Delta,2022-04-06,0.6239351,0.6881287,0.56367517
USA,GARW,2022-06-24,Delta,2022-04-07,0.6240221,0.68782425,0.56367034
USA,GARW,2022-06-24,Delta,2022-04-08,0.6235806,0.6874974,0.56388843
USA,GARW,2022-06-24,Delta,2022-04-09,0.62389386,0.68708616,0.564003
USA,GARW,2022-06-24,Delta,2022-04-10,0.62384516,0.6871135,0.56452894
USA,GARW,2022-06-24,Delta,2022-04-11,0.6236558,0.6865151,0.5651062
USA,GARW,2022-06-24,Delta,2022-04-12,0.6240988,0.6859583,0.5656668
USA,GARW,2022-06-24,Delta,2022-04-13,0.6240555,0.686426,0.56597394
USA,GARW,2022-06-24,Delta,2022-04-14,0.62382615,0.68673444,0.56624544
USA,GARW,2022-06-24,Delta,2022-04-15,0.6240076,0.68753535,0.56637985
USA,GARW,2022-06-24,Delta,2022-04-16,0.6240053,0.68716294,0.56651974
USA,GARW,2022-06-24,Delta,2022-04-17,0.62382865,0.6876571,0.56636834
USA,GARW,2022-06-24,Delta,2022-04-18,0.62392396,0.686911,0.56578046
USA,GARW,2022-06-24,Delta,2022-04-19,0.62370664,0.6864626,0.56557703
USA,GARW,2022-06-24,Delta,2022-04-20,0.623425,0.6861804,0.5651896
USA,GARW,2022-06-24,Delta,2022-04-21,0.62221146,0.68567264,0.56425446
USA,GARW,2022-06-24,Delta,2022-04-22,0.6214304,0.68580633,0.5637787
USA,GARW,2022-06-24,Delta,2022-04-23,0.62127167,0.6851599,0.56335837
USA,GARW,2022-06-24,Delta,2022-04-24,0.6211628,0.6846967,0.5624507
USA,GARW,2022-06-24,Delta,2022-04-25,0.62062573,0.6850323,0.5617968
USA,GARW,2022-06-24,Delta,2022-04-26,0.61988974,0.68496877,0.5614641
USA,GARW,2022-06-24,Delta,2022-04-27,0.61942136,0.6849604,0.5611015
USA,GARW,2022-06-24,Delta,2022-04-28,0.6192733,0.68459684,0.5604567
USA,GARW,2022-06-24,Delta,2022-04-29,0.6191238,0.68435687,0.5601461
USA,GARW,2022-06-24,Delta,2022-04-30,0.61900735,0.68405545,0.5599512
USA,GARW,2022-06-24,Delta,2022-05-01,0.61880845,0.68359965,0.5597902
USA,GARW,2022-06-24,Delta,2022-05-02,0.6185834,0.6838372,0.55970806
USA,GARW,2022-06-24,Delta,2022-05-03,0.6182529,0.68459034,0.5593889
USA,GARW,2022-06-24,Delta,2022-05-04,0.61793554,0.6857483,0.5591744
USA,GARW,2022-06-24,Delta,2022-05-05,0.61810565,0.68667644,0.5588945
USA,GARW,2022-06-24,Delta,2022-05-06,0.6180273,0.6872466,0.55896807
USA,GARW,2022-06-24,Delta,2022-05-07,0.61807287,0.68717635,0.5594184
USA,GARW,2022-06-24,Delta,2022-05-08,0.6179366,0.6875065,0.55959177
USA,GARW,2022-06-24,Delta,2022-05-09,0.617911,0.68766284,0.55929744
