date	location	variant	date_submitted	sequences
2022-08-08	United Kingdom	Omicron 21L	2022-08-16	1
2022-08-08	United Kingdom	Omicron 21L	2022-08-19	1
2022-08-08	United Kingdom	Omicron 21L	2022-08-22	1
2022-08-08	United Kingdom	Omicron 21L	2022-08-25	1
2022-08-08	United Kingdom	Omicron 21L	2022-09-12	1
2022-08-08	United Kingdom	Omicron 22A	2022-08-10	1
2022-08-08	United Kingdom	Omicron 22A	2022-08-14	18
2022-08-08	United Kingdom	Omicron 22A	2022-08-16	35
2022-08-08	United Kingdom	Omicron 22A	2022-08-17	1
2022-08-08	United Kingdom	Omicron 22A	2022-08-18	4
2022-08-08	United Kingdom	Omicron 22A	2022-08-19	7
2022-08-08	United Kingdom	Omicron 22A	2022-08-21	4
2022-08-08	United Kingdom	Omicron 22A	2022-08-22	16
2022-08-08	United Kingdom	Omicron 22A	2022-08-23	4
2022-08-08	United Kingdom	Omicron 22A	2022-08-24	1
2022-08-08	United Kingdom	Omicron 22A	2022-08-25	2
2022-08-08	United Kingdom	Omicron 22A	2022-08-26	4
2022-08-08	United Kingdom	Omicron 22A	2022-08-29	3
2022-08-08	United Kingdom	Omicron 22A	2022-08-31	1
2022-08-08	United Kingdom	Omicron 22A	2022-09-05	4
2022-08-08	United Kingdom	Omicron 22A	2022-09-06	1
2022-08-08	United Kingdom	Omicron 22A	2022-09-07	4
2022-08-08	United Kingdom	Omicron 22A	2022-09-12	3
2022-08-08	United Kingdom	Omicron 22B	2022-08-13	4
2022-08-08	United Kingdom	Omicron 22B	2022-08-14	114
2022-08-08	United Kingdom	Omicron 22B	2022-08-16	169
2022-08-08	United Kingdom	Omicron 22B	2022-08-17	21
2022-08-08	United Kingdom	Omicron 22B	2022-08-18	18
2022-08-08	United Kingdom	Omicron 22B	2022-08-19	20
2022-08-08	United Kingdom	Omicron 22B	2022-08-21	76
2022-08-08	United Kingdom	Omicron 22B	2022-08-22	168
2022-08-08	United Kingdom	Omicron 22B	2022-08-23	37
2022-08-08	United Kingdom	Omicron 22B	2022-08-25	26
2022-08-08	United Kingdom	Omicron 22B	2022-08-26	54
2022-08-08	United Kingdom	Omicron 22B	2022-08-29	37
2022-08-08	United Kingdom	Omicron 22B	2022-08-31	15
2022-08-08	United Kingdom	Omicron 22B	2022-09-02	3
2022-08-08	United Kingdom	Omicron 22B	2022-09-05	14
2022-08-08	United Kingdom	Omicron 22B	2022-09-07	36
2022-08-08	United Kingdom	Omicron 22B	2022-09-08	1
2022-08-08	United Kingdom	Omicron 22B	2022-09-09	1
2022-08-08	United Kingdom	Omicron 22B	2022-09-12	27
2022-08-08	United Kingdom	Omicron 22B	2022-09-14	2
2022-08-08	United Kingdom	Omicron 22C	2022-08-22	1
2022-08-08	United Kingdom	other	2022-08-22	2
2022-08-08	United Kingdom	other	2022-08-25	1
2022-08-09	Australia	Omicron 21L	2022-08-19	6
2022-08-09	Australia	Omicron 21L	2022-08-22	5
2022-08-09	Australia	Omicron 21L	2022-08-25	1
2022-08-09	Australia	Omicron 21L	2022-08-26	1
2022-08-09	Australia	Omicron 21L	2022-08-29	1
2022-08-09	Australia	Omicron 21L	2022-09-02	1
2022-08-09	Australia	Omicron 22A	2022-08-14	1
2022-08-09	Australia	Omicron 22A	2022-08-19	6
2022-08-09	Australia	Omicron 22A	2022-08-22	4
2022-08-09	Australia	Omicron 22A	2022-08-25	3
2022-08-09	Australia	Omicron 22A	2022-08-26	1
2022-08-09	Australia	Omicron 22A	2022-08-29	3
2022-08-09	Australia	Omicron 22B	2022-08-12	1
2022-08-09	Australia	Omicron 22B	2022-08-14	17
2022-08-09	Australia	Omicron 22B	2022-08-18	2
2022-08-09	Australia	Omicron 22B	2022-08-19	59
2022-08-09	Australia	Omicron 22B	2022-08-22	59
2022-08-09	Australia	Omicron 22B	2022-08-25	65
2022-08-09	Australia	Omicron 22B	2022-08-26	4
2022-08-09	Australia	Omicron 22B	2022-08-29	8
2022-08-09	Australia	Omicron 22B	2022-08-30	1
2022-08-09	Australia	Omicron 22B	2022-09-09	19
2022-08-09	Australia	Omicron 22B	2022-09-12	1
2022-08-09	Australia	Omicron 22C	2022-08-19	6
2022-08-09	Australia	Omicron 22C	2022-08-25	2
2022-08-09	Australia	other	2022-08-19	8
2022-08-09	Australia	other	2022-08-30	1
2022-08-09	Brazil	Omicron 22A	2022-08-22	1
2022-08-09	Brazil	Omicron 22A	2022-09-01	1
2022-08-09	Brazil	Omicron 22A	2022-09-20	1
2022-08-09	Brazil	Omicron 22B	2022-08-22	19
2022-08-09	Brazil	Omicron 22B	2022-09-01	3
2022-08-09	Brazil	Omicron 22B	2022-09-20	4
2022-08-09	Japan	Omicron 21L	2022-08-19	1
2022-08-09	Japan	Omicron 21L	2022-08-26	5
2022-08-09	Japan	Omicron 21L	2022-09-02	4
2022-08-09	Japan	Omicron 21L	2022-09-09	13
2022-08-09	Japan	Omicron 21L	2022-09-15	1
2022-08-09	Japan	Omicron 22A	2022-08-26	1
2022-08-09	Japan	Omicron 22A	2022-09-02	1
2022-08-09	Japan	Omicron 22A	2022-09-09	2
2022-08-09	Japan	Omicron 22B	2022-08-15	12
2022-08-09	Japan	Omicron 22B	2022-08-17	13
2022-08-09	Japan	Omicron 22B	2022-08-19	12
2022-08-09	Japan	Omicron 22B	2022-08-26	107
2022-08-09	Japan	Omicron 22B	2022-09-01	5
2022-08-09	Japan	Omicron 22B	2022-09-02	159
2022-08-09	Japan	Omicron 22B	2022-09-05	2
2022-08-09	Japan	Omicron 22B	2022-09-07	1
2022-08-09	Japan	Omicron 22B	2022-09-08	20
2022-08-09	Japan	Omicron 22B	2022-09-09	522
2022-08-09	Japan	Omicron 22B	2022-09-15	45
2022-08-09	Japan	Omicron 22B	2022-09-19	14
2022-08-09	Japan	Omicron 22C	2022-09-09	2
2022-08-09	Japan	Omicron 22C	2022-09-15	1
2022-08-09	Japan	other	2022-08-19	1
2022-08-09	Japan	other	2022-09-09	2
2022-08-09	South Africa	Omicron 22A	2022-08-23	1
2022-08-09	South Africa	Omicron 22B	2022-08-23	3
2022-08-09	South Africa	Omicron 22B	2022-09-07	1
2022-08-09	USA	Omicron 21K	2022-08-16	1
2022-08-09	USA	Omicron 21L	2022-08-15	1
2022-08-09	USA	Omicron 21L	2022-08-18	2
2022-08-09	USA	Omicron 21L	2022-08-22	1
2022-08-09	USA	Omicron 21L	2022-08-24	2
2022-08-09	USA	Omicron 21L	2022-08-25	1
2022-08-09	USA	Omicron 21L	2022-08-26	2
2022-08-09	USA	Omicron 21L	2022-09-07	1
2022-08-09	USA	Omicron 21L	2022-09-08	2
2022-08-09	USA	Omicron 22A	2022-08-12	12
2022-08-09	USA	Omicron 22A	2022-08-14	2
2022-08-09	USA	Omicron 22A	2022-08-15	4
2022-08-09	USA	Omicron 22A	2022-08-16	1
2022-08-09	USA	Omicron 22A	2022-08-18	18
2022-08-09	USA	Omicron 22A	2022-08-19	18
2022-08-09	USA	Omicron 22A	2022-08-20	1
2022-08-09	USA	Omicron 22A	2022-08-22	40
2022-08-09	USA	Omicron 22A	2022-08-23	11
2022-08-09	USA	Omicron 22A	2022-08-24	19
2022-08-09	USA	Omicron 22A	2022-08-25	24
2022-08-09	USA	Omicron 22A	2022-08-26	94
2022-08-09	USA	Omicron 22A	2022-08-29	40
2022-08-09	USA	Omicron 22A	2022-08-30	6
2022-08-09	USA	Omicron 22A	2022-08-31	5
2022-08-09	USA	Omicron 22A	2022-09-01	5
2022-08-09	USA	Omicron 22A	2022-09-02	34
2022-08-09	USA	Omicron 22A	2022-09-06	4
2022-08-09	USA	Omicron 22A	2022-09-07	9
2022-08-09	USA	Omicron 22A	2022-09-08	11
2022-08-09	USA	Omicron 22A	2022-09-09	3
2022-08-09	USA	Omicron 22A	2022-09-11	8
2022-08-09	USA	Omicron 22A	2022-09-12	3
2022-08-09	USA	Omicron 22A	2022-09-14	3
2022-08-09	USA	Omicron 22A	2022-09-15	4
2022-08-09	USA	Omicron 22A	2022-09-16	8
2022-08-09	USA	Omicron 22A	2022-09-18	1
2022-08-09	USA	Omicron 22A	2022-09-19	2
2022-08-09	USA	Omicron 22A	2022-09-20	1
2022-08-09	USA	Omicron 22B	2022-08-12	20
2022-08-09	USA	Omicron 22B	2022-08-13	4
2022-08-09	USA	Omicron 22B	2022-08-14	1
2022-08-09	USA	Omicron 22B	2022-08-15	32
2022-08-09	USA	Omicron 22B	2022-08-16	16
2022-08-09	USA	Omicron 22B	2022-08-17	2
2022-08-09	USA	Omicron 22B	2022-08-18	113
2022-08-09	USA	Omicron 22B	2022-08-19	197
2022-08-09	USA	Omicron 22B	2022-08-20	3
2022-08-09	USA	Omicron 22B	2022-08-21	3
2022-08-09	USA	Omicron 22B	2022-08-22	273
2022-08-09	USA	Omicron 22B	2022-08-23	82
2022-08-09	USA	Omicron 22B	2022-08-24	266
2022-08-09	USA	Omicron 22B	2022-08-25	164
2022-08-09	USA	Omicron 22B	2022-08-26	796
2022-08-09	USA	Omicron 22B	2022-08-27	9
2022-08-09	USA	Omicron 22B	2022-08-28	1
2022-08-09	USA	Omicron 22B	2022-08-29	289
2022-08-09	USA	Omicron 22B	2022-08-30	52
2022-08-09	USA	Omicron 22B	2022-08-31	36
2022-08-09	USA	Omicron 22B	2022-09-01	11
2022-08-09	USA	Omicron 22B	2022-09-02	329
2022-08-09	USA	Omicron 22B	2022-09-04	10
2022-08-09	USA	Omicron 22B	2022-09-06	31
2022-08-09	USA	Omicron 22B	2022-09-07	106
2022-08-09	USA	Omicron 22B	2022-09-08	49
2022-08-09	USA	Omicron 22B	2022-09-09	41
2022-08-09	USA	Omicron 22B	2022-09-11	39
2022-08-09	USA	Omicron 22B	2022-09-12	15
2022-08-09	USA	Omicron 22B	2022-09-13	11
2022-08-09	USA	Omicron 22B	2022-09-14	42
2022-08-09	USA	Omicron 22B	2022-09-15	42
2022-08-09	USA	Omicron 22B	2022-09-16	92
2022-08-09	USA	Omicron 22B	2022-09-18	43
2022-08-09	USA	Omicron 22B	2022-09-19	16
2022-08-09	USA	Omicron 22B	2022-09-20	8
2022-08-09	USA	Omicron 22C	2022-08-16	1
2022-08-09	USA	Omicron 22C	2022-08-18	1
2022-08-09	USA	Omicron 22C	2022-08-19	4
2022-08-09	USA	Omicron 22C	2022-08-22	2
2022-08-09	USA	Omicron 22C	2022-08-24	3
2022-08-09	USA	Omicron 22C	2022-08-25	2
2022-08-09	USA	Omicron 22C	2022-08-26	11
2022-08-09	USA	Omicron 22C	2022-08-29	6
2022-08-09	USA	Omicron 22C	2022-08-30	1
2022-08-09	USA	Omicron 22C	2022-09-02	5
2022-08-09	USA	Omicron 22C	2022-09-07	1
2022-08-09	USA	Omicron 22C	2022-09-09	1
2022-08-09	USA	Omicron 22C	2022-09-11	2
2022-08-09	USA	Omicron 22C	2022-09-12	1
2022-08-09	USA	Omicron 22C	2022-09-14	1
2022-08-09	USA	Omicron 22C	2022-09-16	2
2022-08-09	USA	Omicron 22C	2022-09-18	1
2022-08-09	USA	other	2022-08-18	1
2022-08-09	USA	other	2022-08-19	1
2022-08-09	USA	other	2022-08-26	3
2022-08-09	USA	other	2022-08-29	1
2022-08-09	USA	other	2022-09-02	1
2022-08-09	USA	other	2022-09-04	1
2022-08-09	USA	other	2022-09-11	1
2022-08-09	United Kingdom	Omicron 21L	2022-08-23	2
2022-08-09	United Kingdom	Omicron 21L	2022-09-05	1
2022-08-09	United Kingdom	Omicron 22A	2022-08-16	22
2022-08-09	United Kingdom	Omicron 22A	2022-08-17	5
2022-08-09	United Kingdom	Omicron 22A	2022-08-19	1
2022-08-09	United Kingdom	Omicron 22A	2022-08-21	30
2022-08-09	United Kingdom	Omicron 22A	2022-08-22	9
2022-08-09	United Kingdom	Omicron 22A	2022-08-23	8
2022-08-09	United Kingdom	Omicron 22A	2022-08-25	4
2022-08-09	United Kingdom	Omicron 22A	2022-08-26	10
2022-08-09	United Kingdom	Omicron 22A	2022-08-29	1
2022-08-09	United Kingdom	Omicron 22A	2022-08-31	1
2022-08-09	United Kingdom	Omicron 22A	2022-09-05	2
2022-08-09	United Kingdom	Omicron 22A	2022-09-07	2
2022-08-09	United Kingdom	Omicron 22A	2022-09-12	6
2022-08-09	United Kingdom	Omicron 22B	2022-08-16	201
2022-08-09	United Kingdom	Omicron 22B	2022-08-17	44
2022-08-09	United Kingdom	Omicron 22B	2022-08-18	6
2022-08-09	United Kingdom	Omicron 22B	2022-08-19	17
2022-08-09	United Kingdom	Omicron 22B	2022-08-21	117
2022-08-09	United Kingdom	Omicron 22B	2022-08-22	74
2022-08-09	United Kingdom	Omicron 22B	2022-08-23	117
2022-08-09	United Kingdom	Omicron 22B	2022-08-24	2
2022-08-09	United Kingdom	Omicron 22B	2022-08-25	30
2022-08-09	United Kingdom	Omicron 22B	2022-08-26	74
2022-08-09	United Kingdom	Omicron 22B	2022-08-28	1
2022-08-09	United Kingdom	Omicron 22B	2022-08-29	59
2022-08-09	United Kingdom	Omicron 22B	2022-08-31	22
2022-08-09	United Kingdom	Omicron 22B	2022-09-02	7
2022-08-09	United Kingdom	Omicron 22B	2022-09-05	20
2022-08-09	United Kingdom	Omicron 22B	2022-09-07	24
2022-08-09	United Kingdom	Omicron 22B	2022-09-08	2
2022-08-09	United Kingdom	Omicron 22B	2022-09-09	2
2022-08-09	United Kingdom	Omicron 22B	2022-09-12	22
2022-08-09	United Kingdom	Omicron 22C	2022-09-02	1
2022-08-09	United Kingdom	other	2022-08-16	2
2022-08-09	United Kingdom	other	2022-08-19	1
2022-08-09	United Kingdom	other	2022-08-23	1
2022-08-09	United Kingdom	other	2022-08-25	2
2022-08-09	United Kingdom	other	2022-08-26	2
2022-08-09	United Kingdom	other	2022-09-02	1
2022-08-09	United Kingdom	other	2022-09-12	1
2022-08-10	Australia	Omicron 21L	2022-08-19	10
2022-08-10	Australia	Omicron 21L	2022-08-22	2
2022-08-10	Australia	Omicron 22A	2022-08-19	1
2022-08-10	Australia	Omicron 22A	2022-08-22	17
2022-08-10	Australia	Omicron 22A	2022-08-25	3
2022-08-10	Australia	Omicron 22A	2022-09-09	1
2022-08-10	Australia	Omicron 22B	2022-08-12	1
2022-08-10	Australia	Omicron 22B	2022-08-15	1
2022-08-10	Australia	Omicron 22B	2022-08-18	1
2022-08-10	Australia	Omicron 22B	2022-08-19	19
2022-08-10	Australia	Omicron 22B	2022-08-22	82
2022-08-10	Australia	Omicron 22B	2022-08-25	34
2022-08-10	Australia	Omicron 22B	2022-08-26	1
2022-08-10	Australia	Omicron 22B	2022-08-29	6
2022-08-10	Australia	Omicron 22B	2022-08-30	2
2022-08-10	Australia	Omicron 22B	2022-09-01	2
2022-08-10	Australia	Omicron 22B	2022-09-05	1
2022-08-10	Australia	Omicron 22B	2022-09-06	1
2022-08-10	Australia	Omicron 22B	2022-09-09	18
2022-08-10	Australia	Omicron 22B	2022-09-11	1
2022-08-10	Australia	Omicron 22B	2022-09-12	6
2022-08-10	Australia	Omicron 22B	2022-09-14	1
2022-08-10	Australia	Omicron 22C	2022-08-19	1
2022-08-10	Australia	Omicron 22C	2022-08-22	2
2022-08-10	Australia	other	2022-08-19	5
2022-08-10	Australia	other	2022-08-22	2
2022-08-10	Brazil	Omicron 22A	2022-08-22	4
2022-08-10	Brazil	Omicron 22A	2022-09-01	1
2022-08-10	Brazil	Omicron 22B	2022-08-22	7
2022-08-10	Brazil	Omicron 22B	2022-09-01	7
2022-08-10	Brazil	Omicron 22B	2022-09-20	5
2022-08-10	Japan	Omicron 21L	2022-08-17	1
2022-08-10	Japan	Omicron 21L	2022-08-26	3
2022-08-10	Japan	Omicron 21L	2022-09-09	17
2022-08-10	Japan	Omicron 21L	2022-09-15	2
2022-08-10	Japan	Omicron 22A	2022-09-09	9
2022-08-10	Japan	Omicron 22A	2022-09-15	1
2022-08-10	Japan	Omicron 22B	2022-08-15	2
2022-08-10	Japan	Omicron 22B	2022-08-17	11
2022-08-10	Japan	Omicron 22B	2022-08-18	7
2022-08-10	Japan	Omicron 22B	2022-08-26	111
2022-08-10	Japan	Omicron 22B	2022-09-02	132
2022-08-10	Japan	Omicron 22B	2022-09-05	2
2022-08-10	Japan	Omicron 22B	2022-09-08	11
2022-08-10	Japan	Omicron 22B	2022-09-09	490
2022-08-10	Japan	Omicron 22B	2022-09-13	1
2022-08-10	Japan	Omicron 22B	2022-09-15	42
2022-08-10	Japan	Omicron 22B	2022-09-19	5
2022-08-10	Japan	Omicron 22C	2022-08-26	2
2022-08-10	Japan	Omicron 22C	2022-09-09	1
2022-08-10	Japan	Omicron 22C	2022-09-15	2
2022-08-10	Japan	other	2022-09-09	1
2022-08-10	South Africa	Omicron 22A	2022-08-23	2
2022-08-10	South Africa	Omicron 22A	2022-09-07	1
2022-08-10	South Africa	Omicron 22B	2022-08-23	14
2022-08-10	South Africa	Omicron 22B	2022-09-07	2
2022-08-10	USA	Omicron 21K	2022-08-16	1
2022-08-10	USA	Omicron 21K	2022-08-22	1
2022-08-10	USA	Omicron 21L	2022-08-24	3
2022-08-10	USA	Omicron 21L	2022-08-25	1
2022-08-10	USA	Omicron 21L	2022-08-26	3
2022-08-10	USA	Omicron 21L	2022-08-29	4
2022-08-10	USA	Omicron 21L	2022-08-30	1
2022-08-10	USA	Omicron 21L	2022-09-02	2
2022-08-10	USA	Omicron 21L	2022-09-06	1
2022-08-10	USA	Omicron 21L	2022-09-09	1
2022-08-10	USA	Omicron 22A	2022-08-14	4
2022-08-10	USA	Omicron 22A	2022-08-15	10
2022-08-10	USA	Omicron 22A	2022-08-16	2
2022-08-10	USA	Omicron 22A	2022-08-17	1
2022-08-10	USA	Omicron 22A	2022-08-18	9
2022-08-10	USA	Omicron 22A	2022-08-19	12
2022-08-10	USA	Omicron 22A	2022-08-22	27
2022-08-10	USA	Omicron 22A	2022-08-23	24
2022-08-10	USA	Omicron 22A	2022-08-24	23
2022-08-10	USA	Omicron 22A	2022-08-25	8
2022-08-10	USA	Omicron 22A	2022-08-26	115
2022-08-10	USA	Omicron 22A	2022-08-28	1
2022-08-10	USA	Omicron 22A	2022-08-29	70
2022-08-10	USA	Omicron 22A	2022-08-30	16
2022-08-10	USA	Omicron 22A	2022-08-31	10
2022-08-10	USA	Omicron 22A	2022-09-01	2
2022-08-10	USA	Omicron 22A	2022-09-02	25
2022-08-10	USA	Omicron 22A	2022-09-06	4
2022-08-10	USA	Omicron 22A	2022-09-07	10
2022-08-10	USA	Omicron 22A	2022-09-08	10
2022-08-10	USA	Omicron 22A	2022-09-09	7
2022-08-10	USA	Omicron 22A	2022-09-11	8
2022-08-10	USA	Omicron 22A	2022-09-12	5
2022-08-10	USA	Omicron 22A	2022-09-15	7
2022-08-10	USA	Omicron 22A	2022-09-16	2
2022-08-10	USA	Omicron 22A	2022-09-19	4
2022-08-10	USA	Omicron 22A	2022-09-20	5
2022-08-10	USA	Omicron 22B	2022-08-14	2
2022-08-10	USA	Omicron 22B	2022-08-15	34
2022-08-10	USA	Omicron 22B	2022-08-16	18
2022-08-10	USA	Omicron 22B	2022-08-17	4
2022-08-10	USA	Omicron 22B	2022-08-18	50
2022-08-10	USA	Omicron 22B	2022-08-19	123
2022-08-10	USA	Omicron 22B	2022-08-20	13
2022-08-10	USA	Omicron 22B	2022-08-22	241
2022-08-10	USA	Omicron 22B	2022-08-23	110
2022-08-10	USA	Omicron 22B	2022-08-24	207
2022-08-10	USA	Omicron 22B	2022-08-25	160
2022-08-10	USA	Omicron 22B	2022-08-26	898
2022-08-10	USA	Omicron 22B	2022-08-27	2
2022-08-10	USA	Omicron 22B	2022-08-28	3
2022-08-10	USA	Omicron 22B	2022-08-29	484
2022-08-10	USA	Omicron 22B	2022-08-30	108
2022-08-10	USA	Omicron 22B	2022-08-31	71
2022-08-10	USA	Omicron 22B	2022-09-01	18
2022-08-10	USA	Omicron 22B	2022-09-02	267
2022-08-10	USA	Omicron 22B	2022-09-04	6
2022-08-10	USA	Omicron 22B	2022-09-06	34
2022-08-10	USA	Omicron 22B	2022-09-07	55
2022-08-10	USA	Omicron 22B	2022-09-08	65
2022-08-10	USA	Omicron 22B	2022-09-09	31
2022-08-10	USA	Omicron 22B	2022-09-11	103
2022-08-10	USA	Omicron 22B	2022-09-12	18
2022-08-10	USA	Omicron 22B	2022-09-13	4
2022-08-10	USA	Omicron 22B	2022-09-14	30
2022-08-10	USA	Omicron 22B	2022-09-15	25
2022-08-10	USA	Omicron 22B	2022-09-16	82
2022-08-10	USA	Omicron 22B	2022-09-19	31
2022-08-10	USA	Omicron 22B	2022-09-20	3
2022-08-10	USA	Omicron 22C	2022-08-19	1
2022-08-10	USA	Omicron 22C	2022-08-22	7
2022-08-10	USA	Omicron 22C	2022-08-24	3
2022-08-10	USA	Omicron 22C	2022-08-25	1
2022-08-10	USA	Omicron 22C	2022-08-26	21
2022-08-10	USA	Omicron 22C	2022-08-27	1
2022-08-10	USA	Omicron 22C	2022-08-29	6
2022-08-10	USA	Omicron 22C	2022-08-30	3
2022-08-10	USA	Omicron 22C	2022-08-31	2
2022-08-10	USA	Omicron 22C	2022-09-02	5
2022-08-10	USA	Omicron 22C	2022-09-04	1
2022-08-10	USA	Omicron 22C	2022-09-06	1
2022-08-10	USA	Omicron 22C	2022-09-08	1
2022-08-10	USA	Omicron 22C	2022-09-11	4
2022-08-10	USA	Omicron 22C	2022-09-12	2
2022-08-10	USA	Omicron 22C	2022-09-14	7
2022-08-10	USA	Omicron 22C	2022-09-19	1
2022-08-10	USA	other	2022-08-19	1
2022-08-10	USA	other	2022-08-22	1
2022-08-10	USA	other	2022-08-26	2
2022-08-10	USA	other	2022-09-02	1
2022-08-10	USA	other	2022-09-11	2
2022-08-10	USA	other	2022-09-12	1
2022-08-10	USA	other	2022-09-14	1
2022-08-10	United Kingdom	Omicron 21K	2022-08-17	1
2022-08-10	United Kingdom	Omicron 22A	2022-08-17	12
2022-08-10	United Kingdom	Omicron 22A	2022-08-19	1
2022-08-10	United Kingdom	Omicron 22A	2022-08-21	8
2022-08-10	United Kingdom	Omicron 22A	2022-08-22	2
2022-08-10	United Kingdom	Omicron 22A	2022-08-23	9
2022-08-10	United Kingdom	Omicron 22A	2022-08-24	3
2022-08-10	United Kingdom	Omicron 22A	2022-08-25	4
2022-08-10	United Kingdom	Omicron 22A	2022-08-26	8
2022-08-10	United Kingdom	Omicron 22A	2022-08-31	1
2022-08-10	United Kingdom	Omicron 22A	2022-09-02	1
2022-08-10	United Kingdom	Omicron 22A	2022-09-05	3
2022-08-10	United Kingdom	Omicron 22A	2022-09-07	1
2022-08-10	United Kingdom	Omicron 22A	2022-09-08	1
2022-08-10	United Kingdom	Omicron 22B	2022-08-13	1
2022-08-10	United Kingdom	Omicron 22B	2022-08-16	3
2022-08-10	United Kingdom	Omicron 22B	2022-08-17	199
2022-08-10	United Kingdom	Omicron 22B	2022-08-18	26
2022-08-10	United Kingdom	Omicron 22B	2022-08-19	37
2022-08-10	United Kingdom	Omicron 22B	2022-08-21	84
2022-08-10	United Kingdom	Omicron 22B	2022-08-22	15
2022-08-10	United Kingdom	Omicron 22B	2022-08-23	100
2022-08-10	United Kingdom	Omicron 22B	2022-08-24	11
2022-08-10	United Kingdom	Omicron 22B	2022-08-25	37
2022-08-10	United Kingdom	Omicron 22B	2022-08-26	64
2022-08-10	United Kingdom	Omicron 22B	2022-08-29	41
2022-08-10	United Kingdom	Omicron 22B	2022-08-31	8
2022-08-10	United Kingdom	Omicron 22B	2022-09-01	4
2022-08-10	United Kingdom	Omicron 22B	2022-09-02	10
2022-08-10	United Kingdom	Omicron 22B	2022-09-05	32
2022-08-10	United Kingdom	Omicron 22B	2022-09-06	2
2022-08-10	United Kingdom	Omicron 22B	2022-09-07	5
2022-08-10	United Kingdom	Omicron 22B	2022-09-08	9
2022-08-10	United Kingdom	Omicron 22B	2022-09-09	3
2022-08-10	United Kingdom	Omicron 22C	2022-08-19	2
2022-08-10	United Kingdom	other	2022-08-17	1
2022-08-11	Australia	Omicron 21L	2022-08-15	1
2022-08-11	Australia	Omicron 21L	2022-08-22	1
2022-08-11	Australia	Omicron 21L	2022-08-25	1
2022-08-11	Australia	Omicron 21L	2022-08-26	1
2022-08-11	Australia	Omicron 22A	2022-08-19	21
2022-08-11	Australia	Omicron 22A	2022-08-22	16
2022-08-11	Australia	Omicron 22A	2022-08-25	4
2022-08-11	Australia	Omicron 22A	2022-08-29	2
2022-08-11	Australia	Omicron 22A	2022-08-30	1
2022-08-11	Australia	Omicron 22A	2022-09-01	1
2022-08-11	Australia	Omicron 22A	2022-09-05	2
2022-08-11	Australia	Omicron 22A	2022-09-09	1
2022-08-11	Australia	Omicron 22B	2022-08-15	3
2022-08-11	Australia	Omicron 22B	2022-08-17	2
2022-08-11	Australia	Omicron 22B	2022-08-18	5
2022-08-11	Australia	Omicron 22B	2022-08-19	101
2022-08-11	Australia	Omicron 22B	2022-08-22	82
2022-08-11	Australia	Omicron 22B	2022-08-25	31
2022-08-11	Australia	Omicron 22B	2022-08-26	2
2022-08-11	Australia	Omicron 22B	2022-08-29	18
2022-08-11	Australia	Omicron 22B	2022-08-30	12
2022-08-11	Australia	Omicron 22B	2022-09-01	14
2022-08-11	Australia	Omicron 22B	2022-09-05	1
2022-08-11	Australia	Omicron 22B	2022-09-06	1
2022-08-11	Australia	Omicron 22B	2022-09-09	24
2022-08-11	Australia	Omicron 22B	2022-09-12	3
2022-08-11	Australia	Omicron 22C	2022-08-19	1
2022-08-11	Australia	Omicron 22C	2022-08-22	1
2022-08-11	Australia	other	2022-08-19	1
2022-08-11	Australia	other	2022-08-22	2
2022-08-11	Australia	other	2022-08-30	1
2022-08-11	Brazil	Omicron 22B	2022-08-22	7
2022-08-11	Brazil	Omicron 22B	2022-09-01	4
2022-08-11	Brazil	Omicron 22B	2022-09-07	1
2022-08-11	Brazil	Omicron 22B	2022-09-19	1
2022-08-11	Brazil	Omicron 22B	2022-09-20	1
2022-08-11	Japan	Omicron 21L	2022-09-09	12
2022-08-11	Japan	Omicron 22A	2022-08-26	1
2022-08-11	Japan	Omicron 22A	2022-09-01	1
2022-08-11	Japan	Omicron 22B	2022-08-17	2
2022-08-11	Japan	Omicron 22B	2022-08-18	6
2022-08-11	Japan	Omicron 22B	2022-08-26	60
2022-08-11	Japan	Omicron 22B	2022-09-01	4
2022-08-11	Japan	Omicron 22B	2022-09-02	83
2022-08-11	Japan	Omicron 22B	2022-09-09	220
2022-08-11	Japan	Omicron 22B	2022-09-15	46
2022-08-11	Japan	Omicron 22C	2022-09-09	1
2022-08-11	Japan	other	2022-08-26	1
2022-08-11	South Africa	Omicron 22A	2022-08-23	1
2022-08-11	South Africa	Omicron 22B	2022-08-23	5
2022-08-11	USA	Omicron 21K	2022-08-24	1
2022-08-11	USA	Omicron 21K	2022-09-06	1
2022-08-11	USA	Omicron 21L	2022-08-22	1
2022-08-11	USA	Omicron 21L	2022-08-24	2
2022-08-11	USA	Omicron 21L	2022-08-25	1
2022-08-11	USA	Omicron 21L	2022-08-26	5
2022-08-11	USA	Omicron 21L	2022-08-29	1
2022-08-11	USA	Omicron 21L	2022-08-30	1
2022-08-11	USA	Omicron 21L	2022-08-31	1
2022-08-11	USA	Omicron 21L	2022-09-02	1
2022-08-11	USA	Omicron 21L	2022-09-04	1
2022-08-11	USA	Omicron 22A	2022-08-14	3
2022-08-11	USA	Omicron 22A	2022-08-16	6
2022-08-11	USA	Omicron 22A	2022-08-17	5
2022-08-11	USA	Omicron 22A	2022-08-19	9
2022-08-11	USA	Omicron 22A	2022-08-22	15
2022-08-11	USA	Omicron 22A	2022-08-23	30
2022-08-11	USA	Omicron 22A	2022-08-24	12
2022-08-11	USA	Omicron 22A	2022-08-25	18
